open,Close,high,low,volume,time
21.358,21.397,21.425,21.329,46599.00,2023-11-30 23:30:00+00:00
21.352,21.356,21.404,21.294,67695.00,2023-11-30 23:00:00+00:00
21.430,21.352,21.481,21.351,53706.00,2023-11-30 22:30:00+00:00
21.354,21.431,21.464,21.276,80868.00,2023-11-30 22:00:00+00:00
21.433,21.354,21.504,21.348,82764.00,2023-11-30 21:30:00+00:00
21.375,21.432,21.465,21.328,102405.00,2023-11-30 21:00:00+00:00
21.193,21.395,21.462,21.192,122574.00,2023-11-30 20:30:00+00:00
21.064,21.192,21.210,21.039,59824.00,2023-11-30 20:00:00+00:00
21.043,21.063,21.098,21.027,47421.00,2023-11-30 19:30:00+00:00
20.981,21.057,21.066,20.970,42126.00,2023-11-30 19:00:00+00:00
21.066,20.982,21.066,20.967,39875.00,2023-11-30 18:30:00+00:00
21.030,21.066,21.067,20.968,42098.00,2023-11-30 18:00:00+00:00
20.993,21.028,21.035,20.982,41858.00,2023-11-30 17:30:00+00:00
20.955,20.993,20.993,20.909,46041.00,2023-11-30 17:00:00+00:00
21.063,20.957,21.102,20.955,47929.00,2023-11-30 16:30:00+00:00
21.076,21.063,21.123,20.973,49601.00,2023-11-30 16:00:00+00:00
21.087,21.076,21.176,20.961,77685.00,2023-11-30 15:30:00+00:00
20.964,21.085,21.148,20.906,74120.00,2023-11-30 15:00:00+00:00
20.960,20.965,20.970,20.826,68083.00,2023-11-30 14:30:00+00:00
20.961,20.960,20.997,20.800,109769.00,2023-11-30 14:00:00+00:00
21.029,20.959,21.153,20.905,98827.00,2023-11-30 13:30:00+00:00
21.108,21.029,21.112,20.937,67535.00,2023-11-30 13:00:00+00:00
21.042,21.108,21.152,20.981,69920.00,2023-11-30 12:30:00+00:00
21.079,21.042,21.121,21.024,65524.00,2023-11-30 12:00:00+00:00
20.955,21.079,21.098,20.952,48955.00,2023-11-30 11:30:00+00:00
20.953,20.955,21.015,20.910,53601.00,2023-11-30 11:00:00+00:00
21.046,20.953,21.075,20.950,49050.00,2023-11-30 10:30:00+00:00
20.980,21.046,21.057,20.923,51453.00,2023-11-30 10:00:00+00:00
20.973,20.980,21.037,20.949,64387.00,2023-11-30 09:30:00+00:00
20.935,20.973,21.021,20.926,55843.00,2023-11-30 09:00:00+00:00
20.990,20.936,21.025,20.893,87172.00,2023-11-30 08:30:00+00:00
21.036,20.990,21.083,20.933,58258.00,2023-11-30 08:00:00+00:00
21.068,21.028,21.100,20.992,49398.00,2023-11-30 07:30:00+00:00
21.191,21.069,21.281,21.045,83676.00,2023-11-30 07:00:00+00:00
21.452,21.192,21.462,21.082,121974.00,2023-11-30 06:30:00+00:00
21.224,21.453,21.465,21.190,74849.00,2023-11-30 06:00:00+00:00
21.395,21.224,21.401,21.202,56060.00,2023-11-30 05:30:00+00:00
21.254,21.395,21.396,21.241,49676.00,2023-11-30 05:00:00+00:00
21.356,21.253,21.425,21.247,57015.00,2023-11-30 04:30:00+00:00
21.362,21.356,21.406,21.310,50957.00,2023-11-30 04:00:00+00:00
21.355,21.358,21.436,21.291,63059.00,2023-11-30 03:30:00+00:00
21.388,21.355,21.448,21.296,85717.00,2023-11-30 03:00:00+00:00
21.039,21.388,21.417,20.997,136162.00,2023-11-30 02:30:00+00:00
20.850,21.040,21.040,20.829,69649.00,2023-11-30 02:00:00+00:00
20.930,20.849,21.045,20.841,70708.00,2023-11-30 01:30:00+00:00
21.105,20.931,21.109,20.864,124197.00,2023-11-30 01:00:00+00:00
21.160,21.104,21.274,21.095,82681.00,2023-11-30 00:30:00+00:00
21.106,21.160,21.266,21.036,85726.00,2023-11-30 00:00:00+00:00
21.046,21.105,21.122,21.005,45182.00,2023-11-29 23:30:00+00:00
21.058,21.046,21.148,20.982,53353.00,2023-11-29 23:00:00+00:00
21.134,21.057,21.147,21.057,39292.00,2023-11-29 22:30:00+00:00
21.060,21.135,21.279,21.045,125324.00,2023-11-29 22:00:00+00:00
20.875,21.060,21.070,20.837,53513.00,2023-11-29 21:30:00+00:00
20.932,20.875,21.014,20.862,68420.00,2023-11-29 21:00:00+00:00
20.971,20.919,20.979,20.803,83566.00,2023-11-29 20:30:00+00:00
21.068,20.971,21.122,20.953,57797.00,2023-11-29 20:00:00+00:00
20.976,21.066,21.089,20.944,51304.00,2023-11-29 19:30:00+00:00
21.094,20.975,21.136,20.964,46650.00,2023-11-29 19:00:00+00:00
20.999,21.094,21.100,20.933,62139.00,2023-11-29 18:30:00+00:00
21.079,20.999,21.116,20.925,54161.00,2023-11-29 18:00:00+00:00
20.926,21.079,21.169,20.926,94225.00,2023-11-29 17:30:00+00:00
20.899,20.926,20.928,20.793,68225.00,2023-11-29 17:00:00+00:00
21.131,20.898,21.132,20.802,163455.00,2023-11-29 16:30:00+00:00
21.263,21.131,21.338,21.064,137747.00,2023-11-29 16:00:00+00:00
20.979,21.254,21.255,20.943,128516.00,2023-11-29 15:30:00+00:00
20.980,20.977,21.110,20.757,165264.00,2023-11-29 15:00:00+00:00
21.068,20.980,21.071,20.854,91672.00,2023-11-29 14:30:00+00:00
21.071,21.043,21.215,20.969,86713.00,2023-11-29 14:00:00+00:00
20.960,21.071,21.115,20.921,59477.00,2023-11-29 13:30:00+00:00
21.043,20.968,21.132,20.922,64682.00,2023-11-29 13:00:00+00:00
21.141,21.043,21.202,21.033,56895.00,2023-11-29 12:30:00+00:00
21.179,21.141,21.283,21.003,93146.00,2023-11-29 12:00:00+00:00
