open,Close,high,low,volume,time
52.745,52.913,53.047,52.743,47763.00,2024-03-30 23:30:00+00:00
52.989,52.745,53.134,52.743,51631.00,2024-03-30 23:00:00+00:00
53.162,52.989,53.176,52.892,49285.00,2024-03-30 22:30:00+00:00
53.036,53.164,53.232,52.865,50860.00,2024-03-30 22:00:00+00:00
53.027,53.038,53.200,52.834,46798.00,2024-03-30 21:30:00+00:00
53.271,53.027,53.348,52.981,48712.00,2024-03-30 21:00:00+00:00
53.589,53.271,53.591,53.271,44265.00,2024-03-30 20:30:00+00:00
53.426,53.586,53.590,53.297,47922.00,2024-03-30 20:00:00+00:00
53.294,53.426,53.493,53.206,46659.00,2024-03-30 19:30:00+00:00
53.588,53.294,53.588,52.971,58665.00,2024-03-30 19:00:00+00:00
53.867,53.592,53.879,53.592,44728.00,2024-03-30 18:30:00+00:00
53.820,53.865,53.874,53.686,43557.00,2024-03-30 18:00:00+00:00
53.826,53.820,53.866,53.742,43614.00,2024-03-30 17:30:00+00:00
53.861,53.827,53.870,53.601,49234.00,2024-03-30 17:00:00+00:00
53.666,53.859,54.004,53.559,52246.00,2024-03-30 16:30:00+00:00
53.707,53.667,53.729,53.440,49900.00,2024-03-30 16:00:00+00:00
53.725,53.707,53.772,53.600,45627.00,2024-03-30 15:30:00+00:00
53.743,53.726,53.955,53.681,49552.00,2024-03-30 15:00:00+00:00
53.953,53.742,53.988,53.539,51022.00,2024-03-30 14:30:00+00:00
54.029,53.953,54.097,53.880,45010.00,2024-03-30 14:00:00+00:00
53.964,54.029,54.104,53.761,46316.00,2024-03-30 13:30:00+00:00
54.134,53.964,54.134,53.879,48424.00,2024-03-30 13:00:00+00:00
54.152,54.134,54.226,53.998,47216.00,2024-03-30 12:30:00+00:00
54.311,54.153,54.370,54.093,53531.00,2024-03-30 12:00:00+00:00
54.061,54.311,54.365,54.044,50942.00,2024-03-30 11:30:00+00:00
54.034,54.061,54.199,53.964,50862.00,2024-03-30 11:00:00+00:00
54.063,54.033,54.163,53.967,46341.00,2024-03-30 10:30:00+00:00
54.038,54.064,54.209,54.000,49385.00,2024-03-30 10:00:00+00:00
54.074,54.037,54.126,53.967,48490.00,2024-03-30 09:30:00+00:00
53.783,54.075,54.084,53.606,53799.00,2024-03-30 09:00:00+00:00
53.915,53.783,53.916,53.458,51526.00,2024-03-30 08:30:00+00:00
53.840,53.915,54.031,53.736,49815.00,2024-03-30 08:00:00+00:00
54.002,53.840,54.273,53.776,51146.00,2024-03-30 07:30:00+00:00
54.326,54.002,54.419,53.985,52828.00,2024-03-30 07:00:00+00:00
54.398,54.327,54.426,53.964,53369.00,2024-03-30 06:30:00+00:00
54.505,54.396,54.572,54.134,57359.00,2024-03-30 06:00:00+00:00
54.185,54.505,54.626,54.056,53501.00,2024-03-30 05:30:00+00:00
54.213,54.185,54.409,54.041,55557.00,2024-03-30 05:00:00+00:00
53.418,54.213,54.327,53.416,66718.00,2024-03-30 04:30:00+00:00
53.283,53.418,53.500,53.197,44014.00,2024-03-30 04:00:00+00:00
53.377,53.283,53.465,53.239,45072.00,2024-03-30 03:30:00+00:00
53.465,53.377,53.600,53.331,41972.00,2024-03-30 03:00:00+00:00
53.460,53.464,53.518,53.393,41045.00,2024-03-30 02:30:00+00:00
53.603,53.458,53.636,53.395,47373.00,2024-03-30 02:00:00+00:00
53.793,53.605,53.815,53.528,48448.00,2024-03-30 01:30:00+00:00
53.596,53.793,53.827,53.527,51162.00,2024-03-30 01:00:00+00:00
53.253,53.597,53.673,53.213,47600.00,2024-03-30 00:30:00+00:00
53.324,53.251,53.471,53.183,51591.00,2024-03-30 00:00:00+00:00
53.489,53.324,53.489,53.315,45880.00,2024-03-29 23:30:00+00:00
53.516,53.487,53.575,53.378,56789.00,2024-03-29 23:00:00+00:00
53.153,53.516,53.519,53.138,59009.00,2024-03-29 22:30:00+00:00
52.592,53.152,53.180,52.592,47857.00,2024-03-29 22:00:00+00:00
52.645,52.592,52.866,52.500,45948.00,2024-03-29 21:30:00+00:00
52.976,52.645,53.028,52.504,51017.00,2024-03-29 21:00:00+00:00
53.020,52.976,53.047,52.893,47954.00,2024-03-29 20:30:00+00:00
53.077,53.019,53.111,52.863,49678.00,2024-03-29 20:00:00+00:00
52.996,53.068,53.086,52.785,46546.00,2024-03-29 19:30:00+00:00
53.067,52.994,53.073,52.795,49499.00,2024-03-29 19:00:00+00:00
53.030,53.067,53.165,52.975,48979.00,2024-03-29 18:30:00+00:00
53.034,53.028,53.173,52.859,49378.00,2024-03-29 18:00:00+00:00
52.868,53.032,53.175,52.780,54490.00,2024-03-29 17:30:00+00:00
52.952,52.868,53.214,52.837,54449.00,2024-03-29 17:00:00+00:00
53.133,52.953,53.333,52.869,58347.00,2024-03-29 16:30:00+00:00
53.040,53.133,53.560,53.040,57599.00,2024-03-29 16:00:00+00:00
53.461,53.041,53.469,52.560,84827.00,2024-03-29 15:30:00+00:00
53.786,53.438,53.954,53.244,60069.00,2024-03-29 15:00:00+00:00
53.888,53.795,54.126,53.766,53752.00,2024-03-29 14:30:00+00:00
53.789,53.890,54.020,53.706,54693.00,2024-03-29 14:00:00+00:00
53.396,53.791,53.836,53.369,52759.00,2024-03-29 13:30:00+00:00
53.516,53.395,53.647,53.217,57387.00,2024-03-29 13:00:00+00:00
53.701,53.514,53.914,53.324,82960.00,2024-03-29 12:30:00+00:00
53.817,53.701,53.979,53.511,56103.00,2024-03-29 12:00:00+00:00
53.949,53.817,54.029,53.706,52207.00,2024-03-29 11:30:00+00:00
53.755,53.948,53.973,53.641,53195.00,2024-03-29 11:00:00+00:00
53.423,53.753,53.755,53.300,50677.00,2024-03-29 10:30:00+00:00
53.270,53.423,53.533,53.105,50685.00,2024-03-29 10:00:00+00:00
53.574,53.268,53.579,53.198,52978.00,2024-03-29 09:30:00+00:00
53.668,53.573,53.786,53.558,50642.00,2024-03-29 09:00:00+00:00
53.406,53.668,53.793,53.364,52064.00,2024-03-29 08:30:00+00:00
53.118,53.406,53.511,53.066,56180.00,2024-03-29 08:00:00+00:00
53.843,53.119,53.844,53.009,61182.00,2024-03-29 07:30:00+00:00
54.000,53.845,54.076,53.785,51011.00,2024-03-29 07:00:00+00:00
53.892,54.000,54.055,53.774,49310.00,2024-03-29 06:30:00+00:00
53.910,53.891,54.015,53.586,54271.00,2024-03-29 06:00:00+00:00
54.066,53.910,54.080,53.720,51993.00,2024-03-29 05:30:00+00:00
53.967,54.066,54.240,53.882,52424.00,2024-03-29 05:00:00+00:00
54.385,53.950,54.493,53.836,51679.00,2024-03-29 04:30:00+00:00
54.276,54.387,54.387,54.062,50849.00,2024-03-29 04:00:00+00:00
54.129,54.276,54.372,54.015,50455.00,2024-03-29 03:30:00+00:00
54.212,54.131,54.495,54.038,50466.00,2024-03-29 03:00:00+00:00
53.765,54.212,54.227,53.742,51806.00,2024-03-29 02:30:00+00:00
54.215,53.763,54.253,53.763,55443.00,2024-03-29 02:00:00+00:00
54.523,54.215,54.581,54.105,50190.00,2024-03-29 01:30:00+00:00
54.354,54.521,54.663,54.226,51083.00,2024-03-29 01:00:00+00:00
54.431,54.357,54.431,54.051,50850.00,2024-03-29 00:30:00+00:00
54.619,54.431,54.625,54.231,50696.00,2024-03-29 00:00:00+00:00
54.879,54.618,54.879,54.532,47809.00,2024-03-28 23:30:00+00:00
54.713,54.878,54.976,54.530,53521.00,2024-03-28 23:00:00+00:00
54.305,54.714,54.729,54.260,47957.00,2024-03-28 22:30:00+00:00
54.513,54.304,54.517,54.120,48689.00,2024-03-28 22:00:00+00:00
54.800,54.513,54.814,54.462,42195.00,2024-03-28 21:30:00+00:00
54.672,54.800,54.860,54.671,45770.00,2024-03-28 21:00:00+00:00
54.726,54.671,54.840,54.661,45001.00,2024-03-28 20:30:00+00:00
54.606,54.728,54.778,54.534,49771.00,2024-03-28 20:00:00+00:00
54.514,54.606,54.783,54.510,46545.00,2024-03-28 19:30:00+00:00
54.493,54.514,54.689,54.403,47547.00,2024-03-28 19:00:00+00:00
54.573,54.495,54.573,54.292,48085.00,2024-03-28 18:30:00+00:00
54.475,54.573,54.654,54.355,48587.00,2024-03-28 18:00:00+00:00
54.493,54.475,54.536,54.250,47859.00,2024-03-28 17:30:00+00:00
54.489,54.493,54.498,54.260,54629.00,2024-03-28 17:00:00+00:00
54.756,54.489,54.796,54.351,53587.00,2024-03-28 16:30:00+00:00
54.689,54.756,54.858,54.464,54772.00,2024-03-28 16:00:00+00:00
54.357,54.654,54.861,54.357,54161.00,2024-03-28 15:30:00+00:00
54.919,54.359,54.925,54.344,61411.00,2024-03-28 15:00:00+00:00
54.369,54.919,54.947,54.348,59376.00,2024-03-28 14:30:00+00:00
54.360,54.369,54.598,53.925,58496.00,2024-03-28 14:00:00+00:00
54.210,54.381,54.409,53.978,57977.00,2024-03-28 13:30:00+00:00
54.131,54.225,54.287,53.713,55497.00,2024-03-28 13:00:00+00:00
54.152,54.130,54.242,53.725,55534.00,2024-03-28 12:30:00+00:00
54.330,54.150,54.426,53.942,55358.00,2024-03-28 12:00:00+00:00
54.371,54.330,54.408,54.036,56414.00,2024-03-28 11:30:00+00:00
54.281,54.369,54.561,54.055,59441.00,2024-03-28 11:00:00+00:00
54.221,54.283,54.350,54.070,55066.00,2024-03-28 10:30:00+00:00
54.594,54.219,54.622,54.142,54527.00,2024-03-28 10:00:00+00:00
54.594,54.595,54.745,54.469,49143.00,2024-03-28 09:30:00+00:00
54.789,54.595,55.001,54.547,58908.00,2024-03-28 09:00:00+00:00
54.743,54.789,55.030,54.710,50731.00,2024-03-28 08:30:00+00:00
54.921,54.743,55.055,54.684,54238.00,2024-03-28 08:00:00+00:00
54.764,54.917,54.919,54.677,54824.00,2024-03-28 07:30:00+00:00
54.657,54.762,54.834,54.492,58317.00,2024-03-28 07:00:00+00:00
54.481,54.659,54.677,54.340,54259.00,2024-03-28 06:30:00+00:00
54.139,54.481,54.483,53.911,54311.00,2024-03-28 06:00:00+00:00
54.073,54.140,54.265,54.041,38713.00,2024-03-28 05:30:00+00:00
