open,Close,high,low,volume,time
19.651,19.749,19.781,19.628,388296.00,2023-01-30 23:30:00+00:00
19.629,19.651,19.683,19.451,465628.00,2023-01-30 23:00:00+00:00
19.528,19.629,19.629,19.314,434716.00,2023-01-30 22:30:00+00:00
20.009,19.528,20.067,19.455,656415.00,2023-01-30 22:00:00+00:00
20.240,20.009,20.260,19.983,270619.00,2023-01-30 21:30:00+00:00
20.020,20.239,20.349,20.013,342168.00,2023-01-30 21:00:00+00:00
20.011,20.019,20.189,19.957,337341.00,2023-01-30 20:30:00+00:00
20.253,20.005,20.340,19.939,564343.00,2023-01-30 20:00:00+00:00
20.407,20.254,20.479,20.050,601282.00,2023-01-30 19:30:00+00:00
20.787,20.407,20.787,19.760,944527.00,2023-01-30 19:00:00+00:00
21.002,20.787,21.020,20.742,319855.00,2023-01-30 18:30:00+00:00
20.767,21.002,21.100,20.668,687714.00,2023-01-30 18:00:00+00:00
20.828,20.767,20.829,20.662,261865.00,2023-01-30 17:30:00+00:00
20.790,20.816,21.228,20.726,775172.00,2023-01-30 17:00:00+00:00
20.918,20.790,21.272,20.725,1179705.00,2023-01-30 16:30:00+00:00
20.431,20.927,20.959,20.367,604165.00,2023-01-30 16:00:00+00:00
20.393,20.431,20.464,20.252,303785.00,2023-01-30 15:30:00+00:00
20.519,20.391,20.583,20.374,302347.00,2023-01-30 15:00:00+00:00
20.327,20.523,20.540,20.233,380717.00,2023-01-30 14:30:00+00:00
19.917,20.318,20.565,19.885,683572.00,2023-01-30 14:00:00+00:00
20.065,19.916,20.065,19.910,128124.00,2023-01-30 13:30:00+00:00
19.980,20.064,20.082,19.954,165860.00,2023-01-30 13:00:00+00:00
20.037,19.981,20.040,19.867,258614.00,2023-01-30 12:30:00+00:00
19.983,20.036,20.116,19.957,218791.00,2023-01-30 12:00:00+00:00
20.176,19.988,20.216,19.934,326608.00,2023-01-30 11:30:00+00:00
20.175,20.178,20.273,20.116,141860.00,2023-01-30 11:00:00+00:00
20.145,20.174,20.274,20.078,231173.00,2023-01-30 10:30:00+00:00
19.923,20.147,20.156,19.749,300135.00,2023-01-30 10:00:00+00:00
20.061,19.914,20.128,19.860,380585.00,2023-01-30 09:30:00+00:00
20.902,20.061,20.909,19.729,1056283.00,2023-01-30 09:00:00+00:00
21.128,20.903,21.238,20.898,418086.00,2023-01-30 08:30:00+00:00
20.724,21.129,21.310,20.721,446617.00,2023-01-30 08:00:00+00:00
20.785,20.727,20.827,20.708,107755.00,2023-01-30 07:30:00+00:00
20.683,20.790,20.847,20.606,283275.00,2023-01-30 07:00:00+00:00
20.675,20.685,20.698,20.585,65285.00,2023-01-30 06:30:00+00:00
20.721,20.678,20.748,20.653,70052.00,2023-01-30 06:00:00+00:00
20.660,20.717,20.718,20.622,57675.00,2023-01-30 05:30:00+00:00
20.690,20.659,20.690,20.596,65881.00,2023-01-30 05:00:00+00:00
20.720,20.690,20.757,20.660,76661.00,2023-01-30 04:30:00+00:00
20.659,20.716,20.730,20.645,109264.00,2023-01-30 04:00:00+00:00
20.579,20.655,20.667,20.575,54609.00,2023-01-30 03:30:00+00:00
20.479,20.580,20.639,20.462,125094.00,2023-01-30 03:00:00+00:00
20.506,20.477,20.546,20.453,82523.00,2023-01-30 02:30:00+00:00
20.549,20.517,20.564,20.352,205536.00,2023-01-30 02:00:00+00:00
