time,open,high,low,Close,Volume,Close Time,Quote asset volume,Number of Trades,Taker Volume,Maker Volume,Nothing
2022-03-30 02:00:00,90.27,91.64,90.02,91.48,46262.53000000,1648607399999,4212031.29580000,7647,29113.13000000,2650882.68390000,0
2022-03-30 01:30:00,90.67,90.86,89.5,90.25,116743.86000000,1648605599999,10520298.34070000,17026,48420.04000000,4362494.91960000,0
2022-03-30 01:00:00,91.49,91.5,90.65,90.68,25116.55000000,1648603799999,2287877.24080000,3641,11295.70000000,1029050.69150000,0
2022-03-30 00:30:00,91.6,91.78,90.9,91.5,45502.56000000,1648601999999,4153546.49830000,6387,17691.95000000,1615094.90320000,0
2022-03-30 00:00:00,92.73,92.74,91.57,91.61,39081.71000000,1648600199999,3596691.55070000,5561,16784.68000000,1544624.86700000,0
2022-03-29 23:30:00,92.33,93.0,92.23,92.74,23753.20000000,1648598399999,2199848.03000000,4037,14270.87000000,1321779.08220000,0
2022-03-29 23:00:00,91.74,92.47,91.39,92.34,38705.44000000,1648596599999,3557936.36860000,5062,17177.39000000,1578765.86810000,0
2022-03-29 22:30:00,91.12,91.8,90.24,91.74,73781.06000000,1648594799999,6718450.52780000,12242,34737.31000000,3163853.32280000,0
2022-03-29 22:00:00,91.23,91.83,91.03,91.14,55336.31000000,1648592999999,5058257.14950000,5776,24372.35000000,2227806.39280000,0
2022-03-29 21:30:00,92.41,92.52,91.08,91.22,46975.78000000,1648591199999,4300293.12060000,8145,21644.72000000,1980880.45760000,0
2022-03-29 21:00:00,92.63,92.75,92.01,92.42,23137.62000000,1648589399999,2136918.45300000,2743,11964.13000000,1104859.12480000,0
2022-03-29 20:30:00,93.48,93.51,91.95,92.63,44646.59000000,1648587599999,4139332.18410000,7691,18426.44000000,1708928.21620000,0
2022-03-29 20:00:00,93.55,93.8,93.16,93.49,28416.11000000,1648585799999,2656536.97780000,3227,13777.93000000,1287673.63410000,0
2022-03-29 19:30:00,93.88,94.28,93.27,93.54,46058.48000000,1648583999999,4318899.17310000,4626,23647.29000000,2217900.66250000,0
2022-03-29 19:00:00,93.17,94.3,93.01,93.89,65627.32000000,1648582199999,6149403.64650000,10819,33709.53000000,3160013.50870000,0
2022-03-29 18:30:00,92.99,93.19,92.06,93.19,38922.76000000,1648580399999,3607692.39350000,4819,19245.54000000,1783797.14180000,0
2022-03-29 18:00:00,92.73,93.23,92.39,93.0,35113.94000000,1648578599999,3261698.82180000,5182,17262.77000000,1603428.29570000,0
2022-03-29 17:30:00,91.86,92.87,91.51,92.73,60417.34000000,1648576799999,5573287.18790000,6811,32187.07000000,2969064.54710000,0
2022-03-29 17:00:00,93.18,93.42,91.43,91.85,87826.80000000,1648574999999,8116752.28360000,10521,40397.85000000,3735610.54560000,0
2022-03-29 16:30:00,92.4,93.39,91.78,93.18,78406.84000000,1648573199999,7271574.92580000,9857,43470.39000000,4032374.10030000,0
2022-03-29 16:00:00,92.83,93.28,90.69,92.42,194187.79000000,1648571399999,17881920.22650000,31040,93742.45000000,8634483.97030000,0
2022-03-29 15:30:00,94.89,95.25,92.57,92.83,118708.25000000,1648569599999,11095514.18340000,20130,54019.99000000,5049859.74470000,0
2022-03-29 15:00:00,94.59,95.44,94.37,94.89,50794.74000000,1648567799999,4822920.59040000,6200,25509.64000000,2422468.18750000,0
2022-03-29 14:30:00,94.51,95.28,94.16,94.58,95705.34000000,1648565999999,9062277.86080000,11539,36463.50000000,3455180.05120000,0
2022-03-29 14:00:00,94.34,94.55,93.58,94.5,67013.73000000,1648564199999,6304329.14330000,8029,32336.23000000,3042313.35350000,0
2022-03-29 13:30:00,94.97,95.6,93.9,94.33,85805.51000000,1648562399999,8119093.21080000,13913,42904.73000000,4062059.98970000,0
2022-03-29 13:00:00,95.58,95.97,94.56,94.96,134417.04000000,1648560599999,12795335.98220000,15412,65450.70000000,6232443.06720000,0
2022-03-29 12:30:00,94.48,96.46,94.41,95.61,202935.47000000,1648558799999,19373049.50860000,39043,112259.58000000,10720895.34400000,0
2022-03-29 12:00:00,94.47,94.96,94.23,94.49,67716.59000000,1648556999999,6407853.08570000,7989,35641.85000000,3372455.69220000,0
2022-03-29 11:30:00,93.87,94.62,93.53,94.47,55517.80000000,1648555199999,5235059.00920000,6601,32417.18000000,3057206.58820000,0
2022-03-29 11:00:00,93.84,94.15,93.47,93.87,33837.71000000,1648553399999,3176188.02030000,3681,16601.57000000,1558536.26060000,0
2022-03-29 10:30:00,93.4,93.93,93.3,93.83,28831.87000000,1648551599999,2700461.58920000,3014,15051.88000000,1409679.27690000,0
2022-03-29 10:00:00,93.3,93.53,93.0,93.39,26749.89000000,1648549799999,2494251.56040000,3219,13963.71000000,1302015.48780000,0
2022-03-29 09:30:00,93.7,93.9,92.94,93.3,50099.59000000,1648547999999,4681474.02640000,4384,19264.46000000,1799603.62340000,0
2022-03-29 09:00:00,93.43,94.06,93.26,93.7,54976.23000000,1648546199999,5154814.89880000,4715,33664.66000000,3156419.64380000,0
2022-03-29 08:30:00,93.61,93.88,93.11,93.44,35404.41000000,1648544399999,3312151.32330000,3448,19307.58000000,1806474.83410000,0
2022-03-29 08:00:00,92.65,93.87,92.62,93.6,37153.80000000,1648542599999,3468134.55480000,5142,21890.51000000,2042115.24200000,0
2022-03-29 07:30:00,93.84,93.95,92.63,92.65,50483.56000000,1648540799999,4703535.05440000,5779,22753.94000000,2120558.15710000,0
2022-03-29 07:00:00,93.65,93.95,93.0,93.84,51187.88000000,1648538999999,4788320.04270000,7427,25307.60000000,2369292.23290000,0
2022-03-29 06:30:00,94.0,94.13,93.5,93.65,42451.33000000,1648537199999,3978696.23040000,5530,17824.72000000,1671199.32100000,0
2022-03-29 06:00:00,94.34,94.45,93.9,94.01,49736.57000000,1648535399999,4681825.13670000,5084,16344.15000000,1539050.39760000,0
2022-03-29 05:30:00,94.92,95.05,94.13,94.34,71651.13000000,1648533599999,6774170.42560000,6206,28726.86000000,2715831.13080000,0
2022-03-29 05:00:00,94.72,95.28,94.47,94.93,44350.75000000,1648531799999,4208758.91010000,7244,21832.89000000,2072161.50570000,0
2022-03-29 04:30:00,93.9,95.09,93.73,94.7,78515.76000000,1648529999999,7418625.19350000,13671,41810.81000000,3951074.46560000,0
2022-03-29 04:00:00,93.37,94.28,93.32,93.9,33056.65000000,1648528199999,3104986.34210000,3964,16783.72000000,1576085.56970000,0
2022-03-29 03:30:00,93.57,93.68,93.19,93.37,29187.64000000,1648526399999,2727373.70820000,2838,15008.47000000,1402561.75620000,0
2022-03-29 03:00:00,93.68,94.58,93.11,93.57,82221.55000000,1648524599999,7718754.93070000,10051,38964.38000000,3659663.42440000,0
2022-03-29 02:30:00,93.47,94.4,93.13,93.68,83088.63000000,1648522799999,7797991.42060000,13379,37306.72000000,3501854.98320000,0
2022-03-29 02:00:00,92.1,93.67,91.72,93.48,66781.81000000,1648520999999,6200860.09330000,12908,38683.78000000,3593701.86580000,0
2022-03-29 01:30:00,91.34,92.3,91.15,92.1,35881.44000000,1648519199999,3293441.04960000,6657,19104.01000000,1753337.60830000,0
2022-03-29 01:00:00,91.04,91.37,90.86,91.31,15559.10000000,1648517399999,1417576.49060000,2145,7035.59000000,641188.56970000,0
2022-03-29 00:30:00,90.9,91.57,90.77,91.04,31584.66000000,1648515599999,2876546.13720000,4932,14659.45000000,1335483.04010000,0
2022-03-29 00:00:00,89.57,91.09,89.27,90.9,92316.59000000,1648513799999,8355824.74800000,11682,43777.93000000,3961126.01950000,0
2022-03-28 23:30:00,91.08,91.42,88.7,89.58,134489.32000000,1648511999999,12090268.09600000,21036,56330.22000000,5060893.82990000,0
2022-03-28 23:00:00,91.95,92.48,90.35,91.08,108423.45000000,1648510199999,9899763.77730000,15183,43331.00000000,3959810.33190000,0
2022-03-28 22:30:00,92.6,92.8,91.89,91.96,39635.55000000,1648508399999,3655636.19780000,4160,18132.23000000,1671865.03340000,0
2022-03-28 22:00:00,92.6,92.84,92.01,92.6,45178.65000000,1648506599999,4176595.77390000,4831,19597.13000000,1811999.51680000,0
2022-03-28 21:30:00,93.25,93.32,91.15,92.58,126039.05000000,1648504799999,11615048.53560000,27489,53008.43000000,4883025.48490000,0
2022-03-28 21:00:00,95.01,95.32,93.23,93.24,104900.51000000,1648502999999,9857986.74490000,16157,42738.81000000,4018932.04380000,0
2022-03-28 20:30:00,94.2,95.1,94.04,95.02,62813.40000000,1648501199999,5940900.02240000,6427,38620.58000000,3653950.68940000,0
2022-03-28 20:00:00,95.13,95.37,94.19,94.2,77835.97000000,1648499399999,7362571.80930000,9442,34370.36000000,3252748.84530000,0
2022-03-28 19:30:00,95.61,95.98,94.54,95.13,89242.46000000,1648497599999,8499524.39760000,11082,46653.36000000,4447071.06950000,0
2022-03-28 19:00:00,96.19,96.2,95.21,95.62,90747.22000000,1648495799999,8683690.57990000,10576,46921.20000000,4489294.92510000,0
2022-03-28 18:30:00,94.35,96.23,94.08,96.18,210026.80000000,1648493999999,20008002.44030000,36753,130607.29000000,12443502.66020000,0
2022-03-28 18:00:00,94.08,94.67,93.67,94.35,105725.18000000,1648492199999,9960274.34960000,13842,50749.58000000,4781453.52370000,0
2022-03-28 17:30:00,93.68,94.11,93.51,94.08,55811.40000000,1648490399999,5234892.73350000,5380,27260.31000000,2557588.99300000,0
2022-03-28 17:00:00,93.33,93.69,92.62,93.68,51118.31000000,1648488599999,4758191.23830000,6065,24275.78000000,2259911.93720000,0
2022-03-28 16:30:00,92.54,93.99,92.45,93.32,71908.54000000,1648486799999,6711769.84840000,9379,34590.37000000,3228875.78000000,0
2022-03-28 16:00:00,92.75,93.6,91.8,92.54,128135.03000000,1648484999999,11885788.85960000,17642,55549.16000000,5153010.36660000,0
2022-03-28 15:30:00,94.27,94.37,92.76,92.76,189282.61000000,1648483199999,17705596.58480000,18007,97013.02000000,9077953.63120000,0
2022-03-28 15:00:00,93.88,94.86,93.78,94.26,223213.86000000,1648481399999,21079554.98390000,32376,140951.78000000,13311435.43910000,0
2022-03-28 14:30:00,93.2,93.89,92.53,93.89,143019.76000000,1648479599999,13358215.67350000,25694,74252.79000000,6935365.80490000,0
2022-03-28 14:00:00,92.7,93.37,91.34,93.2,133722.35000000,1648477799999,12341119.93110000,23117,66180.43000000,6114203.18770000,0
2022-03-28 13:30:00,91.52,92.83,91.25,92.7,118046.48000000,1648475999999,10857324.51710000,16821,67161.37000000,6179585.78560000,0
2022-03-28 13:00:00,91.03,91.58,90.87,91.51,38690.02000000,1648474199999,3531719.24080000,3291,22760.26000000,2077846.27230000,0
2022-03-28 12:30:00,91.33,91.46,90.77,91.03,50274.12000000,1648472399999,4575017.72680000,4156,18569.84000000,1690419.38360000,0
2022-03-28 12:00:00,91.16,91.46,91.06,91.33,38463.36000000,1648470599999,3510729.64820000,3000,17615.96000000,1608044.51430000,0
2022-03-28 11:30:00,91.5,91.67,91.06,91.15,42239.33000000,1648468799999,3856508.50570000,3543,15094.00000000,1378367.40770000,0
2022-03-28 11:00:00,91.24,91.57,90.95,91.51,44552.23000000,1648466999999,4066175.12100000,3634,26423.20000000,2411640.58540000,0
2022-03-28 10:30:00,91.63,91.63,90.93,91.24,34745.04000000,1648465199999,3169946.12540000,3711,15545.50000000,1418430.65030000,0
2022-03-28 10:00:00,90.88,91.7,90.88,91.62,50028.66000000,1648463399999,4568153.74490000,4888,29747.70000000,2716599.88590000,0
2022-03-28 09:30:00,91.0,91.33,90.72,90.89,40222.41000000,1648461599999,3659492.44570000,4117,20616.91000000,1876204.28910000,0
2022-03-28 09:00:00,90.72,91.02,90.49,90.99,35530.46000000,1648459799999,3225047.15430000,3538,22203.87000000,2015564.99010000,0
2022-03-28 08:30:00,90.76,90.86,90.38,90.73,33696.03000000,1648457999999,3054406.91700000,3223,15698.91000000,1422770.57950000,0
2022-03-28 08:00:00,91.1,91.25,90.46,90.76,45377.01000000,1648456199999,4120166.88410000,4253,19315.99000000,1754165.88350000,0
2022-03-28 07:30:00,90.98,91.31,90.7,91.1,34662.05000000,1648454399999,3155459.17460000,3369,16567.79000000,1508268.15660000,0
2022-03-28 07:00:00,90.76,91.16,90.6,90.99,52163.07000000,1648452599999,4741959.98840000,4164,32855.17000000,2986978.26420000,0
2022-03-28 06:30:00,91.25,91.39,90.58,90.77,46010.21000000,1648450799999,4183788.91510000,4529,19495.53000000,1772747.18330000,0
2022-03-28 06:00:00,92.14,92.35,90.3,91.26,93677.22000000,1648448999999,8529920.70630000,15344,40297.41000000,3670989.31750000,0
2022-03-28 05:30:00,91.32,92.5,90.88,92.13,117451.78000000,1648447199999,10784480.15240000,18453,70755.60000000,6501678.80970000,0
2022-03-28 05:00:00,91.56,92.0,91.27,91.32,73666.10000000,1648445399999,6755947.92640000,5992,39347.42000000,3608880.78230000,0
2022-03-28 04:30:00,90.86,91.74,90.86,91.56,60507.54000000,1648443599999,5522226.58790000,5702,32977.13000000,3010447.90830000,0
2022-03-28 04:00:00,91.73,91.96,90.58,90.86,83037.36000000,1648441799999,7586354.41260000,10058,32141.23000000,2936598.10170000,0
2022-03-28 03:30:00,91.92,92.0,91.36,91.73,58277.89000000,1648439999999,5345633.16130000,5899,31413.84000000,2881585.47270000,0
2022-03-28 03:00:00,91.83,91.97,91.38,91.93,65268.80000000,1648438199999,5986426.68720000,6953,30895.14000000,2833921.39020000,0
2022-03-28 02:30:00,89.53,91.93,89.53,91.83,126513.58000000,1648436399999,11515420.44770000,31964,77949.66000000,7091486.52920000,0
2022-03-28 02:00:00,89.52,89.8,89.5,89.53,35013.76000000,1648434599999,3136531.45690000,2814,14879.60000000,1333031.84220000,0
2022-03-28 01:30:00,89.09,89.68,88.58,89.53,81342.95000000,1648432799999,7254304.94450000,9099,44301.37000000,3951774.95140000,0
2022-03-28 01:00:00,89.51,89.58,89.06,89.09,27099.40000000,1648430999999,2420158.17430000,3025,12495.49000000,1116029.44340000,0
2022-03-28 00:30:00,89.57,90.64,89.12,89.51,95719.83000000,1648429199999,8600985.16110000,18480,48953.06000000,4399864.40770000,0
2022-03-28 00:00:00,89.88,90.01,89.22,89.57,87404.82000000,1648427399999,7834234.03270000,11304,41447.07000000,3717176.48230000,0
2022-03-27 23:30:00,88.67,89.99,88.45,89.88,95085.82000000,1648425599999,8490003.76870000,20242,58249.82000000,5200410.01640000,0
2022-03-27 23:00:00,88.08,88.68,87.91,88.67,43172.45000000,1648423799999,3808238.80630000,4044,23964.42000000,2114252.46020000,0
2022-03-27 22:30:00,88.54,88.7,88.03,88.11,45264.52000000,1648421999999,4001621.63620000,4455,23443.00000000,2072783.70310000,0
2022-03-27 22:00:00,88.26,88.57,87.48,88.53,87645.69000000,1648420199999,7713674.72490000,9833,47380.76000000,4171215.60970000,0
2022-03-27 21:30:00,87.84,88.74,87.59,88.26,122347.98000000,1648418399999,10810024.01850000,22325,62434.02000000,5515815.52250000,0
2022-03-27 21:00:00,87.24,87.93,86.88,87.85,107994.16000000,1648416599999,9449507.32490000,14979,65501.65000000,5733890.95950000,0
2022-03-27 20:30:00,85.62,87.33,85.6,87.24,216957.37000000,1648414799999,18827684.75120000,27277,121282.91000000,10524029.64650000,0
2022-03-27 20:00:00,85.93,86.02,85.5,85.61,22955.45000000,1648412999999,1968991.39510000,2355,8992.08000000,771540.00430000,0
