open,Close,high,low,volume,time
6.038,6.061,6.129,6.026,53650.00,2022-04-30 23:30:00+00:00
6.157,6.033,6.193,5.848,134167.00,2022-04-30 23:00:00+00:00
6.250,6.161,6.261,6.146,33429.00,2022-04-30 22:30:00+00:00
6.336,6.251,6.341,6.201,50619.00,2022-04-30 22:00:00+00:00
6.375,6.338,6.387,6.334,14495.00,2022-04-30 21:30:00+00:00
6.415,6.371,6.438,6.349,21141.00,2022-04-30 21:00:00+00:00
6.447,6.412,6.470,6.412,17490.00,2022-04-30 20:30:00+00:00
6.508,6.446,6.512,6.439,20244.00,2022-04-30 20:00:00+00:00
6.334,6.506,6.512,6.322,44582.00,2022-04-30 19:30:00+00:00
6.456,6.335,6.459,6.332,41900.00,2022-04-30 19:00:00+00:00
6.510,6.459,6.512,6.436,23579.00,2022-04-30 18:30:00+00:00
6.473,6.503,6.531,6.459,27595.00,2022-04-30 18:00:00+00:00
6.539,6.478,6.560,6.453,42202.00,2022-04-30 17:30:00+00:00
6.630,6.542,6.636,6.533,35733.00,2022-04-30 17:00:00+00:00
6.724,6.630,6.746,6.624,16384.00,2022-04-30 16:30:00+00:00
6.681,6.724,6.738,6.665,20342.00,2022-04-30 16:00:00+00:00
6.737,6.677,6.750,6.660,21849.00,2022-04-30 15:30:00+00:00
6.651,6.737,6.742,6.612,44199.00,2022-04-30 15:00:00+00:00
6.782,6.648,6.790,6.646,34650.00,2022-04-30 14:30:00+00:00
6.794,6.780,6.861,6.750,32147.00,2022-04-30 14:00:00+00:00
6.873,6.804,6.889,6.779,21092.00,2022-04-30 13:30:00+00:00
6.866,6.875,6.903,6.816,21985.00,2022-04-30 13:00:00+00:00
6.913,6.865,6.941,6.858,12747.00,2022-04-30 12:30:00+00:00
6.883,6.915,6.935,6.877,16565.00,2022-04-30 12:00:00+00:00
6.931,6.885,6.941,6.882,16136.00,2022-04-30 11:30:00+00:00
6.896,6.936,6.940,6.891,14089.00,2022-04-30 11:00:00+00:00
6.920,6.895,6.954,6.890,16574.00,2022-04-30 10:30:00+00:00
6.937,6.922,6.957,6.871,18836.00,2022-04-30 10:00:00+00:00
6.968,6.934,6.983,6.896,21612.00,2022-04-30 09:30:00+00:00
6.921,6.969,6.986,6.894,23999.00,2022-04-30 09:00:00+00:00
6.885,6.928,6.964,6.861,28665.00,2022-04-30 08:30:00+00:00
6.999,6.891,7.037,6.884,23126.00,2022-04-30 08:00:00+00:00
7.074,6.993,7.109,6.980,23551.00,2022-04-30 07:30:00+00:00
7.111,7.074,7.126,7.044,19274.00,2022-04-30 07:00:00+00:00
7.039,7.107,7.112,7.016,14691.00,2022-04-30 06:30:00+00:00
7.011,7.040,7.042,6.981,17798.00,2022-04-30 06:00:00+00:00
6.993,7.006,7.048,6.951,15806.00,2022-04-30 05:30:00+00:00
6.963,6.999,7.040,6.960,18409.00,2022-04-30 05:00:00+00:00
7.017,6.964,7.021,6.932,20242.00,2022-04-30 04:30:00+00:00
7.176,7.016,7.176,7.007,33065.00,2022-04-30 04:00:00+00:00
6.896,7.175,7.175,6.891,18269.00,2022-04-30 03:30:00+00:00
6.899,6.902,6.916,6.872,14111.00,2022-04-30 03:00:00+00:00
6.930,6.896,6.945,6.860,17246.00,2022-04-30 02:30:00+00:00
